#SEED: 0.8904024392832071
SAT0,-40.11223784194578,-169.35554536250052,653.9686935384983
SAT1,35.29506934860983,-92.74164417114616,678.4931927533642
SAT2,-49.03152393803461,146.33617603935488,542.5868840399042
SAT3,-11.393725405588256,-37.04053161799183,505.32984000015426
SAT4,9.792094058766594,-45.01096925929511,538.3605474998358
SAT5,-49.526689995278396,41.09336720393324,695.8771118130433
SAT6,-34.022042215908435,98.16094744251927,426.63425474484205
SAT7,87.37947344992247,-139.97000966929608,698.2305976903226
SAT8,85.21463142307977,31.73469402981769,540.9019340163582
SAT9,-15.119768548612825,-48.24446968036952,672.7354992348003
SAT10,-62.2339219856478,-40.52785168917569,422.4276217244188
SAT11,-62.40414027546834,-44.71846036818155,517.6681138141223
SAT12,60.1187717202082,63.550866675793316,332.9213154181513
SAT13,-81.64600625622668,96.61885774911599,590.6205926889518
SAT14,50.484294087590285,-42.088276871472544,362.3264331818677
SAT15,-80.55041156096529,141.0686078473961,302.16383833562196
SAT16,-69.65609826505889,178.7948969825096,499.5042752969057
SAT17,-85.45604187941571,126.44172980823959,690.192524081689
SAT18,-65.25213171242534,-168.7968552492307,319.89660455538467
SAT19,10.969151256949246,101.59684040978681,439.40135628451765
ROUTE,80.83245877257164,-75.30889106146209,-46.18341380487866,86.2964737963598

